,Respondent,LanguageDesireNextYear
9030,21828,HTML/CSS
9030,21828,JavaScript
9030,21828,PHP
9030,21828,SQL
9030,21828,TypeScript
9031,21831,C
9031,21831,HTML/CSS
9031,21831,JavaScript
9031,21831,Objective-C
9031,21831,Swift
9031,21831,TypeScript
9032,21832,Assembly
9032,21832,Bash/Shell/PowerShell
9032,21832,C
9032,21832,C++
9032,21832,Go
9032,21832,Scala
9032,21832,WebAssembly
9033,21834,Rust
9033,21834,WebAssembly
9034,21837,Bash/Shell/PowerShell
9034,21837,C++
9034,21837,C#
9034,21837,HTML/CSS
9034,21837,JavaScript
9034,21837,SQL
9035,21838,C#
9035,21838,SQL
9035,21838,VBA
9035,21838,Other(s):
9036,21840,C++
9036,21840,JavaScript
9036,21840,Python
9036,21840,Rust
9037,21843,C#
9037,21843,HTML/CSS
9037,21843,JavaScript
9037,21843,PHP
9038,21844,Java
9038,21844,JavaScript
9038,21844,Kotlin
9038,21844,Scala
9039,21848,Go
9039,21848,HTML/CSS
9039,21848,JavaScript
9039,21848,PHP
9039,21848,Python
9039,21848,R
9039,21848,Rust
9039,21848,WebAssembly
9040,21849,C++
9040,21849,Erlang
9040,21849,Go
9040,21849,Java
9040,21849,Python
9040,21849,Rust
9040,21849,Scala
9040,21849,SQL
9040,21849,WebAssembly
9041,21850,HTML/CSS
9041,21850,JavaScript
9041,21850,SQL
9041,21850,TypeScript
9042,21856,Bash/Shell/PowerShell
9042,21856,C
9042,21856,C++
9042,21856,Go
9042,21856,Java
9042,21856,JavaScript
9042,21856,Python
9043,21861,Go
9043,21861,PHP
9043,21861,Python
9044,21865,Assembly
9044,21865,HTML/CSS
9044,21865,Java
9044,21865,JavaScript
9044,21865,Kotlin
9044,21865,TypeScript
9045,21872,Bash/Shell/PowerShell
9045,21872,C#
9045,21872,HTML/CSS
9045,21872,JavaScript
9045,21872,SQL
9045,21872,TypeScript
9046,21873,C#
9046,21873,Go
9046,21873,HTML/CSS
9046,21873,JavaScript
9046,21873,TypeScript
9047,21874,Bash/Shell/PowerShell
9047,21874,Erlang
9047,21874,Go
9047,21874,JavaScript
9047,21874,PHP
9047,21874,SQL
9048,21875,HTML/CSS
9048,21875,JavaScript
9048,21875,Python
9048,21875,Swift
9048,21875,TypeScript
9049,21877,C#
9049,21877,Java
9049,21877,Python
9049,21877,SQL
9050,21878,Bash/Shell/PowerShell
9050,21878,C
9050,21878,C++
9050,21878,Dart
9050,21878,Go
9050,21878,HTML/CSS
9050,21878,JavaScript
9050,21878,Kotlin
9050,21878,Python
9050,21878,R
9050,21878,Rust
9050,21878,Scala
9050,21878,WebAssembly
9051,21881,Elixir
9051,21881,Other(s):
9052,21884,Swift
9052,21884,WebAssembly
9053,21887,Bash/Shell/PowerShell
9053,21887,C#
9053,21887,HTML/CSS
9053,21887,Java
9053,21887,JavaScript
9053,21887,Kotlin
9053,21887,Ruby
9054,21888,C#
9054,21888,HTML/CSS
9054,21888,JavaScript
9054,21888,SQL
9055,21889,HTML/CSS
9055,21889,Java
9055,21889,JavaScript
9056,21890,C#
9056,21890,Go
9056,21890,JavaScript
9056,21890,SQL
9057,21893,Clojure
9057,21893,F#
9057,21893,Java
9057,21893,Kotlin
9058,21894,Bash/Shell/PowerShell
9058,21894,C#
9058,21894,TypeScript
9059,21898,C++
9059,21898,PHP
9059,21898,Python
9060,21901,C
9060,21901,C++
9060,21901,Python
9060,21901,R
9061,21904,Python
9061,21904,Rust
9062,21907,C#
9062,21907,HTML/CSS
9062,21907,JavaScript
9062,21907,TypeScript
9063,21911,HTML/CSS
9063,21911,JavaScript
9063,21911,TypeScript
9064,21916,Bash/Shell/PowerShell
9064,21916,C#
9064,21916,Go
9064,21916,HTML/CSS
9064,21916,JavaScript
9064,21916,SQL
9064,21916,TypeScript
9065,21924,C#
9065,21924,HTML/CSS
9065,21924,JavaScript
9065,21924,Rust
9065,21924,WebAssembly
9066,21925,Assembly
9066,21925,Bash/Shell/PowerShell
9066,21925,C
9066,21925,C++
9066,21925,C#
9066,21925,Erlang
9066,21925,HTML/CSS
9066,21925,Java
9066,21925,JavaScript
9066,21925,Python
9066,21925,R
9066,21925,SQL
9066,21925,Swift
9066,21925,TypeScript
9067,21928,Bash/Shell/PowerShell
9067,21928,C++
9067,21928,C#
9067,21928,F#
9067,21928,Kotlin
9067,21928,Python
9067,21928,Rust
9068,21929,Dart
9068,21929,Java
9068,21929,Kotlin
9068,21929,Python
9068,21929,Swift
9069,21931,Bash/Shell/PowerShell
9069,21931,HTML/CSS
9069,21931,JavaScript
9069,21931,Python
9069,21931,R
9069,21931,SQL
9070,21933,Bash/Shell/PowerShell
9070,21933,C#
9070,21933,Go
9070,21933,Python
9070,21933,SQL
9071,21934,Erlang
9071,21934,Go
9071,21934,Java
9071,21934,Python
9071,21934,Scala
9071,21934,TypeScript
9072,21935,C
9072,21935,C++
9072,21935,C#
9072,21935,Java
9072,21935,SQL
9072,21935,Other(s):
9073,21939,Java
9073,21939,Python
9074,21941,HTML/CSS
9074,21941,JavaScript
9074,21941,Python
9075,21944,Bash/Shell/PowerShell
9075,21944,JavaScript
9075,21944,Python
9075,21944,SQL
9076,21945,Assembly
9076,21945,Bash/Shell/PowerShell
9076,21945,Python
9077,21948,HTML/CSS
9077,21948,JavaScript
9077,21948,PHP
9077,21948,SQL
9078,21953,C
9078,21953,C++
9078,21953,C#
9078,21953,Java
9078,21953,Kotlin
9078,21953,Python
9078,21953,Rust
9079,21954,Go
9079,21954,JavaScript
9079,21954,PHP
9079,21954,Python
9079,21954,TypeScript
9080,21956,C
9080,21956,C++
9080,21956,Go
9080,21956,SQL
9081,21958,C#
9081,21958,SQL
9082,21959,HTML/CSS
9082,21959,JavaScript
9082,21959,PHP
9082,21959,Python
9082,21959,SQL
9083,21962,JavaScript
9083,21962,Python
9084,21964,Go
9084,21964,HTML/CSS
9084,21964,JavaScript
9084,21964,Kotlin
9084,21964,Python
9084,21964,SQL
9085,21965,HTML/CSS
9085,21965,JavaScript
9085,21965,Python
9086,21966,Go
9086,21966,JavaScript
9087,21976,C
9087,21976,C++
9087,21976,Go
9087,21976,Kotlin
9087,21976,PHP
9087,21976,Python
9087,21976,SQL
9088,21977,C#
9089,21979,JavaScript
9090,21981,C#
9090,21981,HTML/CSS
9090,21981,JavaScript
9090,21981,Kotlin
9091,21982,HTML/CSS
9091,21982,JavaScript
9091,21982,PHP
9091,21982,SQL
9092,21984,C#
9092,21984,Go
9092,21984,Python
9092,21984,SQL
9092,21984,Other(s):
9093,21986,Go
9093,21986,JavaScript
9093,21986,SQL
9093,21986,TypeScript
9094,21992,Go
9094,21992,HTML/CSS
9094,21992,JavaScript
9094,21992,Ruby
9094,21992,SQL
9095,21993,C#
9095,21993,JavaScript
9095,21993,SQL
9096,21998,C#
9096,21998,HTML/CSS
9096,21998,JavaScript
9096,21998,Kotlin
9096,21998,SQL
9096,21998,TypeScript
9097,22002,Bash/Shell/PowerShell
9097,22002,HTML/CSS
9097,22002,Java
9097,22002,JavaScript
9097,22002,Kotlin
9097,22002,Python
9097,22002,SQL
9098,22003,HTML/CSS
9098,22003,JavaScript
9098,22003,SQL
9099,22004,Go
9099,22004,HTML/CSS
9099,22004,Java
9099,22004,Kotlin
9099,22004,Python
9099,22004,Rust
9099,22004,SQL
9099,22004,TypeScript
9099,22004,Other(s):
9100,22005,Go
9101,22008,Bash/Shell/PowerShell
9101,22008,C#
9101,22008,Erlang
9101,22008,F#
9101,22008,HTML/CSS
9101,22008,TypeScript
9101,22008,Other(s):
9102,22014,Go
9102,22014,JavaScript
9102,22014,Python
9102,22014,Swift
9103,22017,Bash/Shell/PowerShell
9103,22017,C#
9103,22017,JavaScript
9103,22017,Python
9103,22017,SQL
9104,22020,C#
9104,22020,HTML/CSS
9104,22020,JavaScript
9104,22020,Python
9104,22020,TypeScript
9104,22020,Other(s):
9105,22021,C#
9105,22021,SQL
9105,22021,TypeScript
9106,22023,HTML/CSS
9106,22023,Java
9106,22023,JavaScript
9106,22023,SQL
9107,22024,Elixir
9107,22024,Erlang
9107,22024,Go
9107,22024,Python
9107,22024,TypeScript
9108,22027,Java
9108,22027,Python
9108,22027,SQL
9109,22029,Go
9109,22029,Kotlin
9109,22029,Objective-C
9109,22029,Ruby
9110,22030,Bash/Shell/PowerShell
9110,22030,C#
9110,22030,F#
9110,22030,HTML/CSS
9110,22030,JavaScript
9110,22030,SQL
9110,22030,TypeScript
9110,22030,WebAssembly
9111,22031,Bash/Shell/PowerShell
9111,22031,C
9111,22031,C++
9111,22031,C#
9112,22033,Java
9112,22033,JavaScript
9112,22033,Python
9112,22033,SQL
9113,22034,Assembly
9113,22034,Bash/Shell/PowerShell
9113,22034,C
9113,22034,C++
9113,22034,Python
9114,22038,Kotlin
9114,22038,Python
9114,22038,TypeScript
9115,22040,Bash/Shell/PowerShell
9115,22040,C#
9115,22040,F#
9115,22040,Python
9115,22040,SQL
9116,22054,Bash/Shell/PowerShell
9116,22054,Go
9116,22054,JavaScript
9116,22054,Python
9116,22054,Rust
9116,22054,TypeScript
9117,22059,Elixir
9117,22059,HTML/CSS
9117,22059,JavaScript
9117,22059,PHP
9117,22059,SQL
9117,22059,Swift
9117,22059,TypeScript
9118,22060,Bash/Shell/PowerShell
9118,22060,Dart
9118,22060,HTML/CSS
9118,22060,Java
9118,22060,JavaScript
9118,22060,Python
9118,22060,SQL
9118,22060,TypeScript
9119,22063,HTML/CSS
9119,22063,Java
9119,22063,JavaScript
9119,22063,Kotlin
9119,22063,Python
9119,22063,SQL
9120,22065,Bash/Shell/PowerShell
9120,22065,C
9120,22065,Go
9120,22065,HTML/CSS
9120,22065,JavaScript
9120,22065,Python
9120,22065,SQL
9120,22065,TypeScript
9120,22065,WebAssembly
9121,22066,JavaScript
9121,22066,Rust
9121,22066,TypeScript
9121,22066,WebAssembly
9122,22070,Bash/Shell/PowerShell
9122,22070,Python
9122,22070,Scala
9122,22070,SQL
9123,22071,
9124,22077,C#
9124,22077,JavaScript
9124,22077,Python
9124,22077,SQL
9124,22077,Swift
9125,22082,Go
9125,22082,JavaScript
9125,22082,Python
9126,22085,Clojure
9126,22085,Rust
9126,22085,Scala
9126,22085,TypeScript
9127,22088,HTML/CSS
9127,22088,Java
9127,22088,JavaScript
9127,22088,Kotlin
9127,22088,SQL
9127,22088,TypeScript
9128,22091,Bash/Shell/PowerShell
9128,22091,C#
9128,22091,HTML/CSS
9128,22091,JavaScript
9128,22091,Python
9128,22091,SQL
9129,22097,HTML/CSS
9129,22097,Java
9129,22097,JavaScript
9129,22097,SQL
9130,22098,Python
9130,22098,VBA
9131,22101,Go
9131,22101,Python
9131,22101,R
9131,22101,Scala
9132,22104,C#
9132,22104,Python
9132,22104,SQL
9133,22106,C#
9133,22106,Kotlin
9134,22112,HTML/CSS
9134,22112,Java
9134,22112,JavaScript
9134,22112,PHP
9134,22112,Python
9134,22112,SQL
9135,22114,Java
9135,22114,Python
9136,22117,Dart
9136,22117,Kotlin
9136,22117,Rust
9136,22117,SQL
9136,22117,Swift
9137,22120,C
9137,22120,Clojure
9137,22120,Elixir
9137,22120,Python
9137,22120,Other(s):
9138,22121,Elixir
9138,22121,HTML/CSS
9138,22121,JavaScript
9138,22121,Ruby
9138,22121,SQL
9139,22122,Dart
9139,22122,Elixir
9139,22122,Go
9140,22124,Java
9140,22124,Kotlin
9140,22124,SQL
9141,22127,Bash/Shell/PowerShell
9141,22127,C++
9141,22127,Go
9141,22127,Python
9142,22129,Assembly
9142,22129,Bash/Shell/PowerShell
9142,22129,C
9142,22129,C++
9142,22129,C#
9142,22129,Dart
9142,22129,Go
9142,22129,Java
9142,22129,JavaScript
9142,22129,Objective-C
9142,22129,Python
9142,22129,Ruby
9142,22129,TypeScript
9142,22129,VBA
9143,22131,C#
9143,22131,HTML/CSS
9143,22131,Java
9143,22131,JavaScript
9143,22131,SQL
9144,22132,Kotlin
9144,22132,Python
9144,22132,Ruby
9144,22132,Swift
9144,22132,WebAssembly
9145,22134,Bash/Shell/PowerShell
9145,22134,HTML/CSS
9145,22134,Java
9145,22134,JavaScript
9145,22134,SQL
9146,22139,Dart
9146,22139,Elixir
9146,22139,HTML/CSS
9146,22139,Java
9146,22139,JavaScript
9146,22139,Kotlin
9146,22139,Objective-C
9146,22139,PHP
9146,22139,Python
9146,22139,R
9146,22139,Ruby
9146,22139,Scala
9146,22139,SQL
9146,22139,TypeScript
9147,22140,Bash/Shell/PowerShell
9147,22140,Go
9147,22140,HTML/CSS
9147,22140,Java
9147,22140,JavaScript
9147,22140,Python
9147,22140,Rust
9147,22140,TypeScript
9148,22144,HTML/CSS
9148,22144,JavaScript
9148,22144,TypeScript
9149,22145,TypeScript
9150,22147,C++
9150,22147,Go
9150,22147,Python
9151,22148,Bash/Shell/PowerShell
9151,22148,HTML/CSS
9151,22148,Java
9151,22148,JavaScript
9151,22148,Python
9151,22148,Scala
9151,22148,SQL
9151,22148,TypeScript
9152,22154,C#
9152,22154,F#
9152,22154,HTML/CSS
9152,22154,JavaScript
9152,22154,SQL
9152,22154,TypeScript
9152,22154,WebAssembly
9153,22155,Bash/Shell/PowerShell
9153,22155,Go
9153,22155,Ruby
9154,22159,C++
9154,22159,C#
9154,22159,JavaScript
9154,22159,WebAssembly
9155,22160,Dart
9155,22160,Go
9155,22160,HTML/CSS
9155,22160,JavaScript
9155,22160,Kotlin
9155,22160,Rust
9155,22160,TypeScript
9156,22161,C
9156,22161,C#
9156,22161,Dart
9156,22161,F#
9156,22161,Kotlin
9156,22161,Other(s):
9157,22163,Bash/Shell/PowerShell
9157,22163,C++
9157,22163,Go
9157,22163,HTML/CSS
9157,22163,Java
9157,22163,JavaScript
9157,22163,Kotlin
9157,22163,Python
9157,22163,SQL
9158,22169,Swift
9159,22172,Elixir
9159,22172,Go
9159,22172,HTML/CSS
9159,22172,JavaScript
9159,22172,Rust
9160,22174,C#
9160,22174,HTML/CSS
9160,22174,Java
9160,22174,Kotlin
9160,22174,Python
9160,22174,R
9160,22174,SQL
9161,22179,Java
9161,22179,Kotlin
9161,22179,Scala
9161,22179,SQL
9161,22179,TypeScript
9161,22179,Other(s):
9162,22184,JavaScript
9162,22184,Python
9162,22184,TypeScript
9163,22186,HTML/CSS
9163,22186,Java
9163,22186,JavaScript
9163,22186,PHP
9163,22186,SQL
9164,22187,Bash/Shell/PowerShell
9164,22187,Go
9164,22187,JavaScript
9164,22187,PHP
9164,22187,Python
9164,22187,Swift
9164,22187,TypeScript
9165,22191,C#
9165,22191,HTML/CSS
9165,22191,JavaScript
9165,22191,TypeScript
9166,22194,C#
9166,22194,HTML/CSS
9166,22194,TypeScript
9167,22196,C#
9167,22196,Go
9167,22196,TypeScript
9168,22197,HTML/CSS
9168,22197,Java
9168,22197,JavaScript
9168,22197,PHP
9168,22197,Ruby
9168,22197,TypeScript
9169,22198,HTML/CSS
9169,22198,Java
9169,22198,JavaScript
9169,22198,Python
9169,22198,Scala
9169,22198,TypeScript
9170,22203,C
9170,22203,C++
9170,22203,Python
9171,22209,C
9171,22209,C#
9171,22209,HTML/CSS
9171,22209,Java
9171,22209,JavaScript
9171,22209,PHP
9171,22209,SQL
9172,22211,C#
9172,22211,HTML/CSS
9172,22211,Java
9172,22211,JavaScript
9172,22211,Kotlin
9172,22211,Python
9172,22211,SQL
9172,22211,Swift
9172,22211,TypeScript
9173,22213,C#
9174,22214,Kotlin
9174,22214,Python
9174,22214,Swift
9174,22214,TypeScript
9175,22221,Python
9175,22221,Scala
9176,22225,C#
9176,22225,Python
9176,22225,Scala
9176,22225,SQL
9177,22228,JavaScript
9177,22228,TypeScript
9178,22230,Go
9178,22230,Kotlin
9178,22230,R
9178,22230,Rust
9178,22230,TypeScript
9178,22230,WebAssembly
9179,22231,Java
9179,22231,Python
9179,22231,R
9179,22231,Scala
9179,22231,SQL
9180,22233,Java
9180,22233,JavaScript
9180,22233,TypeScript
9181,22237,Java
9181,22237,SQL
9182,22240,C#
9182,22240,HTML/CSS
9182,22240,JavaScript
9182,22240,Python
9182,22240,TypeScript
9183,22243,Assembly
9183,22243,C#
9183,22243,SQL
9183,22243,TypeScript
9184,22245,Go
9184,22245,JavaScript
9184,22245,SQL
9184,22245,TypeScript
9185,22248,Go
9185,22248,HTML/CSS
9185,22248,JavaScript
9185,22248,Kotlin
9185,22248,Objective-C
9185,22248,Swift
9185,22248,TypeScript
9186,22251,Swift
9187,22257,Go
9187,22257,TypeScript
9187,22257,WebAssembly
9188,22258,HTML/CSS
9188,22258,JavaScript
9188,22258,PHP
9188,22258,Python
9188,22258,SQL
9189,22266,HTML/CSS
9189,22266,JavaScript
9189,22266,PHP
9189,22266,SQL
9190,22267,Assembly
9190,22267,Bash/Shell/PowerShell
9190,22267,C
9190,22267,C++
9190,22267,F#
9190,22267,Go
9190,22267,Python
9190,22267,R
9190,22267,SQL
9191,22269,C#
9191,22269,Go
9191,22269,HTML/CSS
9191,22269,JavaScript
9191,22269,PHP
9191,22269,SQL
9191,22269,TypeScript
9191,22269,WebAssembly
9192,22270,Bash/Shell/PowerShell
9192,22270,C#
9192,22270,HTML/CSS
9192,22270,JavaScript
9192,22270,Python
9192,22270,SQL
9193,22271,Assembly
9193,22271,C
9193,22271,C++
9193,22271,Java
9194,22273,Bash/Shell/PowerShell
9194,22273,HTML/CSS
9194,22273,Java
9194,22273,JavaScript
9194,22273,TypeScript
9195,22275,Bash/Shell/PowerShell
9195,22275,Dart
9195,22275,Go
9195,22275,JavaScript
9195,22275,Python
9195,22275,R
9196,22278,C++
9196,22278,C#
9196,22278,Python
9196,22278,Swift
9197,22279,Bash/Shell/PowerShell
9197,22279,C#
9197,22279,HTML/CSS
9197,22279,JavaScript
9197,22279,SQL
9198,22285,Bash/Shell/PowerShell
9198,22285,HTML/CSS
9198,22285,JavaScript
9198,22285,PHP
9198,22285,Python
9198,22285,SQL
9198,22285,TypeScript
9199,22286,Java
9199,22286,JavaScript
9199,22286,PHP
9199,22286,SQL
9200,22288,Bash/Shell/PowerShell
9200,22288,C#
9200,22288,F#
9200,22288,JavaScript
9200,22288,TypeScript
9201,22293,C#
9201,22293,HTML/CSS
9201,22293,JavaScript
9201,22293,SQL
9202,22295,Bash/Shell/PowerShell
9202,22295,C
9202,22295,Go
9202,22295,Python
9203,22296,Java
9203,22296,Scala
9203,22296,SQL
9204,22298,
9205,22299,Bash/Shell/PowerShell
9205,22299,C
9205,22299,C++
9205,22299,Java
9205,22299,Python
9206,22304,C#
9206,22304,HTML/CSS
9206,22304,JavaScript
9206,22304,Python
9206,22304,SQL
9206,22304,TypeScript
9207,22305,Bash/Shell/PowerShell
9207,22305,HTML/CSS
9207,22305,JavaScript
9207,22305,Swift
9207,22305,TypeScript
9208,22306,Bash/Shell/PowerShell
9208,22306,C
9208,22306,C++
9208,22306,Java
9208,22306,JavaScript
9208,22306,Python
9208,22306,R
9208,22306,SQL
9208,22306,Swift
9209,22307,C++
9209,22307,HTML/CSS
9209,22307,Java
9209,22307,JavaScript
9209,22307,TypeScript
9210,22308,Bash/Shell/PowerShell
9210,22308,C++
9210,22308,Go
9210,22308,HTML/CSS
9210,22308,JavaScript
9210,22308,Kotlin
9210,22308,Python
9211,22309,Kotlin
9212,22312,C#
9212,22312,HTML/CSS
9212,22312,JavaScript
9212,22312,TypeScript
9213,22318,C#
9213,22318,HTML/CSS
9213,22318,JavaScript
9213,22318,SQL
9213,22318,TypeScript
9213,22318,Other(s):
9214,22320,Bash/Shell/PowerShell
9214,22320,Go
9214,22320,Python
9214,22320,Rust
9215,22321,C#
9215,22321,HTML/CSS
9215,22321,JavaScript
9215,22321,SQL
9216,22325,Bash/Shell/PowerShell
9216,22325,C++
9216,22325,Go
9216,22325,HTML/CSS
9216,22325,Python
9216,22325,Ruby
9216,22325,TypeScript
9217,22327,C
9217,22327,C++
9217,22327,C#
9217,22327,Go
9217,22327,JavaScript
9217,22327,Kotlin
9217,22327,PHP
9217,22327,Python
9217,22327,Ruby
9217,22327,SQL
9217,22327,WebAssembly
9218,22329,Bash/Shell/PowerShell
9218,22329,C++
9218,22329,C#
9218,22329,HTML/CSS
9218,22329,Java
9218,22329,JavaScript
9218,22329,PHP
9218,22329,Python
9218,22329,SQL
9218,22329,WebAssembly
9219,22332,Go
9219,22332,Java
9219,22332,Kotlin
9219,22332,Python
9219,22332,Rust
9220,22333,Bash/Shell/PowerShell
9220,22333,C++
9220,22333,C#
9220,22333,Go
9220,22333,HTML/CSS
9220,22333,Java
9220,22333,JavaScript
9220,22333,Python
9221,22334,JavaScript
9222,22339,Go
9222,22339,Python
9223,22340,Assembly
9223,22340,Bash/Shell/PowerShell
9223,22340,C
9223,22340,Go
9223,22340,Python
9224,22341,TypeScript
9225,22343,Bash/Shell/PowerShell
9225,22343,C++
9225,22343,C#
9225,22343,JavaScript
9225,22343,Python
9225,22343,Scala
9225,22343,SQL
9225,22343,TypeScript
9226,22344,Python
9227,22345,Python
9228,22346,Bash/Shell/PowerShell
9228,22346,C#
9228,22346,HTML/CSS
9228,22346,JavaScript
9228,22346,WebAssembly
9229,22348,Bash/Shell/PowerShell
9229,22348,C
9229,22348,C#
9229,22348,Go
9229,22348,Java
9229,22348,Python
9230,22350,C++
9230,22350,C#
9230,22350,F#
9230,22350,HTML/CSS
9230,22350,Rust
9230,22350,TypeScript
9230,22350,WebAssembly
9231,22354,Bash/Shell/PowerShell
9231,22354,C
9231,22354,C++
9231,22354,Go
9231,22354,Java
9232,22356,Bash/Shell/PowerShell
9232,22356,C++
9232,22356,HTML/CSS
9232,22356,JavaScript
9232,22356,Python
9232,22356,R
9232,22356,Rust
9232,22356,SQL
9233,22360,C#
9233,22360,HTML/CSS
9233,22360,TypeScript
9234,22368,C++
9234,22368,C#
9234,22368,Python
9234,22368,Other(s):
9235,22370,Java
9235,22370,Ruby
9236,22372,Go
9236,22372,HTML/CSS
9236,22372,JavaScript
9236,22372,PHP
9236,22372,TypeScript
9237,22374,C#
9237,22374,HTML/CSS
9237,22374,PHP
9237,22374,Python
9237,22374,SQL
9237,22374,VBA
9237,22374,Other(s):
9238,22377,Bash/Shell/PowerShell
9238,22377,Go
9238,22377,HTML/CSS
9238,22377,Java
9238,22377,JavaScript
9238,22377,Kotlin
9238,22377,Python
9238,22377,Rust
9238,22377,SQL
9239,22382,JavaScript
9239,22382,Rust
9240,22383,Go
9240,22383,Kotlin
9240,22383,Python
9241,22384,C#
9241,22384,HTML/CSS
9241,22384,Java
9241,22384,JavaScript
9241,22384,PHP
9242,22385,Go
9242,22385,Java
9242,22385,Kotlin
9243,22386,Bash/Shell/PowerShell
9243,22386,HTML/CSS
9243,22386,JavaScript
9243,22386,Python
9244,22387,Bash/Shell/PowerShell
9244,22387,Go
9244,22387,Java
9244,22387,Python
9244,22387,Other(s):
9245,22389,Bash/Shell/PowerShell
9245,22389,JavaScript
9246,22390,Bash/Shell/PowerShell
9246,22390,C++
9246,22390,JavaScript
9246,22390,Python
9246,22390,R
9246,22390,SQL
9247,22391,Go
9248,22392,Go
9248,22392,HTML/CSS
9248,22392,Java
9248,22392,JavaScript
9248,22392,SQL
9248,22392,TypeScript
9249,22393,C++
9249,22393,Java
9249,22393,JavaScript
9249,22393,Kotlin
9249,22393,Python
9249,22393,Scala
9250,22394,Bash/Shell/PowerShell
9250,22394,Go
9250,22394,Java
9250,22394,Kotlin
9250,22394,SQL
9250,22394,TypeScript
9250,22394,WebAssembly
9251,22395,Go
9251,22395,Python
9251,22395,Rust
9251,22395,SQL
9252,22397,WebAssembly
9253,22398,C#
9253,22398,HTML/CSS
9253,22398,Rust
9253,22398,SQL
9254,22405,Rust
9254,22405,Scala
9254,22405,TypeScript
9255,22409,HTML/CSS
9255,22409,JavaScript
9255,22409,Swift
9255,22409,TypeScript
9256,22410,Go
9256,22410,HTML/CSS
9256,22410,Python
9256,22410,SQL
9257,22414,Rust
9257,22414,Scala
9258,22417,PHP
9258,22417,Python
9258,22417,SQL
9258,22417,TypeScript
9259,22420,Assembly
9259,22420,Bash/Shell/PowerShell
9259,22420,C++
9259,22420,Objective-C
9259,22420,Python
9259,22420,Rust
9259,22420,Scala
9260,22421,C#
9260,22421,Go
9260,22421,SQL
9260,22421,TypeScript
9260,22421,WebAssembly
9261,22422,C
9261,22422,HTML/CSS
9261,22422,JavaScript
9261,22422,PHP
9261,22422,R
9261,22422,SQL
9262,22426,Go
9262,22426,JavaScript
9262,22426,Python
9262,22426,SQL
9263,22429,Bash/Shell/PowerShell
9263,22429,HTML/CSS
9263,22429,Java
9263,22429,SQL
9263,22429,TypeScript
9264,22430,C++
9264,22430,Go
9264,22430,JavaScript
9264,22430,PHP
9264,22430,Python
9264,22430,SQL
9264,22430,Other(s):
9265,22431,Bash/Shell/PowerShell
9265,22431,Elixir
9265,22431,Go
9265,22431,JavaScript
9265,22431,Python
9265,22431,Rust
9265,22431,TypeScript
9265,22431,WebAssembly
9266,22434,Elixir
9266,22434,JavaScript
9266,22434,Ruby
9267,22436,Java
9267,22436,Kotlin
9268,22441,Go
9268,22441,R
9268,22441,Rust
9268,22441,TypeScript
9268,22441,WebAssembly
9269,22442,Bash/Shell/PowerShell
9269,22442,Clojure
9269,22442,HTML/CSS
9269,22442,JavaScript
9269,22442,Ruby
9269,22442,SQL
9269,22442,VBA
9270,22443,C#
9270,22443,HTML/CSS
9270,22443,Java
9270,22443,JavaScript
9270,22443,Kotlin
9271,22449,Bash/Shell/PowerShell
9271,22449,C++
9271,22449,Go
9271,22449,HTML/CSS
9271,22449,Java
9271,22449,JavaScript
9271,22449,Kotlin
9271,22449,Python
9271,22449,Scala
9271,22449,SQL
9272,22450,C#
9272,22450,Dart
9272,22450,HTML/CSS
9272,22450,Java
9272,22450,JavaScript
9272,22450,Kotlin
9272,22450,PHP
9272,22450,TypeScript
9273,22452,Bash/Shell/PowerShell
9273,22452,C#
9273,22452,Clojure
9273,22452,F#
9273,22452,HTML/CSS
9273,22452,Java
9273,22452,JavaScript
9273,22452,Kotlin
9273,22452,Python
9273,22452,Rust
9273,22452,SQL
9273,22452,TypeScript
9274,22461,C#
9274,22461,Go
9274,22461,HTML/CSS
9274,22461,JavaScript
9274,22461,Python
9274,22461,SQL
9274,22461,TypeScript
9275,22462,C++
9275,22462,Java
9275,22462,TypeScript
9276,22464,JavaScript
9276,22464,Python
9277,22465,Bash/Shell/PowerShell
9277,22465,HTML/CSS
9277,22465,JavaScript
9277,22465,Kotlin
9277,22465,Objective-C
9277,22465,SQL
9277,22465,Swift
9278,22466,Bash/Shell/PowerShell
9278,22466,C++
9278,22466,C#
9278,22466,HTML/CSS
9278,22466,Ruby
9278,22466,Rust
9278,22466,Scala
9278,22466,SQL
9278,22466,WebAssembly
9279,22467,Bash/Shell/PowerShell
9279,22467,HTML/CSS
9279,22467,JavaScript
9279,22467,Python
9279,22467,Ruby
9279,22467,SQL
9280,22469,C#
9280,22469,Go
9280,22469,HTML/CSS
9280,22469,JavaScript
9280,22469,Python
9280,22469,SQL
9281,22470,Bash/Shell/PowerShell
9281,22470,C#
9281,22470,HTML/CSS
9281,22470,JavaScript
9281,22470,SQL
9281,22470,TypeScript
9281,22470,WebAssembly
9282,22471,Bash/Shell/PowerShell
9282,22471,Go
9282,22471,Python
9283,22472,C
9283,22472,C#
9283,22472,HTML/CSS
9283,22472,JavaScript
9283,22472,SQL
9283,22472,VBA
9284,22475,C#
9284,22475,Go
9284,22475,HTML/CSS
9284,22475,JavaScript
9284,22475,PHP
9284,22475,SQL
9285,22476,
9286,22478,Bash/Shell/PowerShell
9286,22478,Python
9287,22479,Go
9288,22482,C#
9288,22482,Go
9288,22482,JavaScript
9289,22483,Bash/Shell/PowerShell
9289,22483,HTML/CSS
9289,22483,JavaScript
